n_sites,cpu_time,cpu_time_std,gpu_time,gpu_time_std,speedup,gpu_available,n_reps
10,0.7607455253601074,0.07326239043272408,0.8157060146331787,0.05651085285722502,0.9326221846019035,False,5
20,0.6581251144409179,0.243590558675109,0.6083167552947998,0.26019795351475566,1.0818789860916789,False,5
30,0.3837293148040771,0.007968900821150551,0.40473618507385256,0.029779930007160987,0.9480973754151922,False,5
40,0.6199172019958497,0.16966738779548154,0.5978549480438232,0.11027186534588773,1.0369023523585679,False,5
50,1.197241973876953,0.15942928357948727,1.1728292942047118,0.07639976209475309,1.0208152028542188,False,5
