n_particles,cpu_time,cpu_time_std,gpu_time,gpu_time_std,speedup,gpu_available,n_reps
50,0.36515021324157715,0.027171229654490314,0.395034646987915,0.0609585532703447,0.9243498412754361,False,5
100,1.1051986694335938,0.2914495918603647,1.496354103088379,0.28633286425463206,0.7385943388349954,False,5
200,2.0804800033569335,0.8887909637984314,1.9268688678741455,0.6064862458649924,1.0797205964785048,False,5
400,4.907953929901123,1.0677323663420022,4.326975154876709,1.29481569553927,1.134269034193465,False,5
800,7.368718528747559,1.607914896031906,7.571852827072144,2.114313699160883,0.9731724449796085,False,5
1600,11.502312231063843,2.7120916105820747,11.419853782653808,2.8929645622911253,1.0072206220832078,False,5
3200,26.206094360351564,8.450381760333503,27.722187948226928,7.686620607177189,0.9453111857293958,False,5
